year,month,광역지자체명,기초지자체명,기초지자체별 거주 방문자 수,기초지자체별 거주 방문자 비율
2025,8,강원특별자치도,춘천시,7,16.7
2025,8,강원특별자치도,원주시,1,2.4
2025,8,강원특별자치도,강릉시,8,19.0
2025,8,강원특별자치도,속초시,2,4.8
2025,8,강원특별자치도,홍천군,3,7.1
2025,8,강원특별자치도,횡성군,1,2.4
2025,8,강원특별자치도,영월군,1,2.4
2025,8,강원특별자치도,정선군,1,2.4
2025,8,강원특별자치도,철원군,8,19.0
2025,8,강원특별자치도,화천군,4,9.5
2025,8,강원특별자치도,인제군,4,9.5
2025,8,강원특별자치도,고성군,1,2.4
2025,8,강원특별자치도,양양군,1,2.4
2025,8,경기도,수원시 장안구,4,0.1
2025,8,경기도,수원시 권선구,8,0.3
2025,8,경기도,수원시 팔달구,9,0.3
2025,8,경기도,수원시 영통구,12,0.4
2025,8,경기도,성남시 수정구,4,0.1
2025,8,경기도,성남시 중원구,7,0.3
2025,8,경기도,성남시 분당구,11,0.4
2025,8,경기도,의정부시,56,2.0
2025,8,경기도,안양시 만안구,20,0.7
2025,8,경기도,안양시 동안구,12,0.4
2025,8,경기도,부천시 원미구,42,1.5
2025,8,경기도,부천시 소사구,22,0.8
2025,8,경기도,부천시 오정구,21,0.8
2025,8,경기도,광명시,29,1.1
2025,8,경기도,평택시,24,0.9
2025,8,경기도,동두천시,17,0.6
2025,8,경기도,안산시 상록구,11,0.4
2025,8,경기도,안산시 단원구,17,0.6
2025,8,경기도,고양시 덕양구,501,18.3
2025,8,경기도,고양시 일산동구,520,19.0
2025,8,경기도,고양시 일산서구,568,20.8
2025,8,경기도,과천시,3,0.1
2025,8,경기도,구리시,20,0.7
2025,8,경기도,남양주시,64,2.3
2025,8,경기도,오산시,20,0.7
2025,8,경기도,시흥시,41,1.5
2025,8,경기도,군포시,11,0.4
2025,8,경기도,의왕시,8,0.3
2025,8,경기도,하남시,17,0.6
2025,8,경기도,용인시 처인구,15,0.5
2025,8,경기도,용인시 기흥구,12,0.4
2025,8,경기도,용인시 수지구,6,0.2
2025,8,경기도,이천시,11,0.4
2025,8,경기도,안성시,3,0.1
2025,8,경기도,김포시,187,6.8
2025,8,경기도,화성시,50,1.8
2025,8,경기도,광주시,22,0.8
2025,8,경기도,양주시,149,5.5
2025,8,경기도,포천시,44,1.6
2025,8,경기도,여주시,11,0.4
2025,8,경기도,연천군,105,3.8
2025,8,경기도,가평군,11,0.4
2025,8,경기도,양평군,8,0.3
2025,8,경상남도,창원시 마산합포구,1,14.3
2025,8,경상남도,창원시 진해구,1,14.3
2025,8,경상남도,김해시,1,14.3
2025,8,경상남도,양산시,3,42.9
2025,8,경상남도,창녕군,1,14.3
2025,8,경상북도,포항시 북구,1,5.0
2025,8,경상북도,김천시,2,10.0
2025,8,경상북도,구미시,9,45.0
2025,8,경상북도,영천시,1,5.0
2025,8,경상북도,상주시,4,20.0
2025,8,경상북도,영양군,1,5.0
2025,8,경상북도,청도군,1,5.0
2025,8,경상북도,성주군,1,5.0
2025,8,광주광역시,동구,1,10.0
2025,8,광주광역시,서구,1,10.0
2025,8,광주광역시,남구,1,10.0
2025,8,광주광역시,북구,3,30.0
2025,8,광주광역시,광산구,4,40.0
2025,8,대구광역시,동구,2,40.0
2025,8,대구광역시,달서구,2,40.0
2025,8,대구광역시,달성군,1,20.0
2025,8,대전광역시,동구,1,7.1
2025,8,대전광역시,중구,2,14.3
2025,8,대전광역시,서구,1,7.1
2025,8,대전광역시,유성구,8,57.1
2025,8,대전광역시,대덕구,2,14.3
2025,8,부산광역시,동래구,1,20.0
2025,8,부산광역시,금정구,1,20.0
2025,8,부산광역시,강서구,1,20.0
2025,8,부산광역시,사상구,1,20.0
2025,8,부산광역시,기장군,1,20.0
2025,8,서울특별시,종로구,26,2.4
2025,8,서울특별시,중구,14,1.3
2025,8,서울특별시,용산구,36,3.4
2025,8,서울특별시,성동구,14,1.3
2025,8,서울특별시,광진구,10,0.9
2025,8,서울특별시,동대문구,27,2.5
2025,8,서울특별시,중랑구,23,2.2
2025,8,서울특별시,성북구,23,2.2
2025,8,서울특별시,강북구,16,1.5
2025,8,서울특별시,도봉구,13,1.2
2025,8,서울특별시,노원구,28,2.6
2025,8,서울특별시,은평구,101,9.5
2025,8,서울특별시,서대문구,41,3.8
