year,month,지역코드,지역명,평균 체류시간
2024,12,41111,수원시 장안구,770.0
2024,12,41113,수원시 권선구,984.0
2024,12,41115,수원시 팔달구,567.0
2024,12,41117,수원시 영통구,837.0
2024,12,41131,성남시 수정구,895.0
2024,12,41133,성남시 중원구,986.0
2024,12,41135,성남시 분당구,847.0
2024,12,41150,의정부시,1336.0
2024,12,41171,안양시 만안구,1010.0
2024,12,41173,안양시 동안구,1040.0
2024,12,41192,부천시 원미구,846.0
2024,12,41194,부천시 소사구,942.0
2024,12,41196,부천시 오정구,813.0
2024,12,41210,광명시,722.0
2024,12,41220,평택시,1891.0
2024,12,41250,동두천시,1217.0
2024,12,41271,안산시 상록구,1281.0
2024,12,41273,안산시 단원구,1053.0
2024,12,41281,고양시 덕양구,984.0
2024,12,41285,고양시 일산동구,796.0
2024,12,41287,고양시 일산서구,843.0
2024,12,41290,과천시,672.0
2024,12,41310,구리시,633.0
2024,12,41360,남양주시,1348.0
2024,12,41370,오산시,1279.0
2024,12,41390,시흥시,1186.0
2024,12,41410,군포시,1101.0
2024,12,41430,의왕시,614.0
2024,12,41450,하남시,790.0
2024,12,41461,용인시 처인구,1213.0
2024,12,41463,용인시 기흥구,1003.0
2024,12,41465,용인시 수지구,1195.0
2024,12,41480,파주시,1353.0
2024,12,41500,이천시,1205.0
2024,12,41550,안성시,1124.0
2024,12,41570,김포시,1251.0
2024,12,41590,화성시,1402.0
2024,12,41610,광주시,1632.0
2024,12,41630,양주시,1190.0
2024,12,41650,포천시,1280.0
2024,12,41670,여주시,983.0
2024,12,41800,연천군,1419.0
2024,12,41820,가평군,1027.0
2024,12,41830,양평군,945.0
