year,month,지역코드,지역명,평균 체류시간
2024,10,41111,수원시 장안구,730.0
2024,10,41113,수원시 권선구,982.0
2024,10,41115,수원시 팔달구,584.0
2024,10,41117,수원시 영통구,988.0
2024,10,41131,성남시 수정구,835.0
2024,10,41133,성남시 중원구,973.0
2024,10,41135,성남시 분당구,837.0
2024,10,41150,의정부시,1302.0
2024,10,41171,안양시 만안구,882.0
2024,10,41173,안양시 동안구,1041.0
2024,10,41192,부천시 원미구,843.0
2024,10,41194,부천시 소사구,1359.0
2024,10,41196,부천시 오정구,757.0
2024,10,41210,광명시,693.0
2024,10,41220,평택시,1901.0
2024,10,41250,동두천시,1166.0
2024,10,41271,안산시 상록구,1197.0
2024,10,41273,안산시 단원구,999.0
2024,10,41281,고양시 덕양구,922.0
2024,10,41285,고양시 일산동구,768.0
2024,10,41287,고양시 일산서구,834.0
2024,10,41290,과천시,514.0
2024,10,41310,구리시,582.0
2024,10,41360,남양주시,1089.0
2024,10,41370,오산시,1227.0
2024,10,41390,시흥시,1049.0
2024,10,41410,군포시,1063.0
2024,10,41430,의왕시,557.0
2024,10,41450,하남시,760.0
2024,10,41461,용인시 처인구,999.0
2024,10,41463,용인시 기흥구,866.0
2024,10,41465,용인시 수지구,1154.0
2024,10,41480,파주시,1224.0
2024,10,41500,이천시,1093.0
2024,10,41550,안성시,926.0
2024,10,41570,김포시,1148.0
2024,10,41590,화성시,1376.0
2024,10,41610,광주시,1182.0
2024,10,41630,양주시,1026.0
2024,10,41650,포천시,1030.0
2024,10,41670,여주시,835.0
2024,10,41800,연천군,987.0
2024,10,41820,가평군,822.0
2024,10,41830,양평군,809.0
