year,month,지역코드,지역명,평균 체류시간
2025,3,41111,수원시 장안구,1220.0
2025,3,41113,수원시 권선구,1175.0
2025,3,41115,수원시 팔달구,660.0
2025,3,41117,수원시 영통구,1182.0
2025,3,41131,성남시 수정구,1172.0
2025,3,41133,성남시 중원구,1131.0
2025,3,41135,성남시 분당구,1000.0
2025,3,41150,의정부시,1621.0
2025,3,41171,안양시 만안구,1191.0
2025,3,41173,안양시 동안구,1210.0
2025,3,41192,부천시 원미구,1062.0
2025,3,41194,부천시 소사구,1043.0
2025,3,41196,부천시 오정구,905.0
2025,3,41210,광명시,838.0
2025,3,41220,평택시,2159.0
2025,3,41250,동두천시,1604.0
2025,3,41271,안산시 상록구,1735.0
2025,3,41273,안산시 단원구,1384.0
2025,3,41281,고양시 덕양구,1175.0
2025,3,41285,고양시 일산동구,952.0
2025,3,41287,고양시 일산서구,990.0
2025,3,41290,과천시,732.0
2025,3,41310,구리시,701.0
2025,3,41360,남양주시,1434.0
2025,3,41370,오산시,1553.0
2025,3,41390,시흥시,1462.0
2025,3,41410,군포시,1337.0
2025,3,41430,의왕시,746.0
2025,3,41450,하남시,905.0
2025,3,41461,용인시 처인구,1813.0
2025,3,41463,용인시 기흥구,1329.0
2025,3,41465,용인시 수지구,1568.0
2025,3,41480,파주시,1480.0
2025,3,41500,이천시,1643.0
2025,3,41550,안성시,1862.0
2025,3,41570,김포시,1473.0
2025,3,41590,화성시,1715.0
2025,3,41610,광주시,1697.0
2025,3,41630,양주시,1360.0
2025,3,41650,포천시,1595.0
2025,3,41670,여주시,1256.0
2025,3,41800,연천군,1419.0
2025,3,41820,가평군,1268.0
2025,3,41830,양평군,1143.0
