year,month,광역지자체명,기초지자체명,기초지자체별 거주 방문자 수,기초지자체별 거주 방문자 비율
2024,2,강원특별자치도,춘천시,14,20.3
2024,2,강원특별자치도,원주시,11,15.9
2024,2,강원특별자치도,강릉시,1,1.4
2024,2,강원특별자치도,동해시,3,4.3
2024,2,강원특별자치도,속초시,6,8.7
2024,2,강원특별자치도,홍천군,6,8.7
2024,2,강원특별자치도,횡성군,6,8.7
2024,2,강원특별자치도,철원군,12,17.4
2024,2,강원특별자치도,화천군,2,2.9
2024,2,강원특별자치도,인제군,4,5.8
2024,2,강원특별자치도,양양군,4,5.8
2024,2,경기도,수원시 장안구,21,0.3
2024,2,경기도,수원시 권선구,31,0.5
2024,2,경기도,수원시 팔달구,36,0.6
2024,2,경기도,수원시 영통구,32,0.5
2024,2,경기도,성남시 수정구,21,0.3
2024,2,경기도,성남시 중원구,29,0.5
2024,2,경기도,성남시 분당구,53,0.9
2024,2,경기도,의정부시,118,1.9
2024,2,경기도,안양시 만안구,16,0.3
2024,2,경기도,안양시 동안구,41,0.7
2024,2,경기도,부천시,32,0.5
2024,2,경기도,광명시,48,0.8
2024,2,경기도,평택시,45,0.7
2024,2,경기도,동두천시,45,0.7
2024,2,경기도,안산시 상록구,42,0.7
2024,2,경기도,안산시 단원구,41,0.7
2024,2,경기도,고양시 덕양구,1170,19.0
2024,2,경기도,고양시 일산동구,1169,19.0
2024,2,경기도,고양시 일산서구,1298,21.1
2024,2,경기도,과천시,5,0.1
2024,2,경기도,구리시,49,0.8
2024,2,경기도,남양주시,152,2.5
2024,2,경기도,오산시,25,0.4
2024,2,경기도,시흥시,104,1.7
2024,2,경기도,군포시,30,0.5
2024,2,경기도,의왕시,23,0.4
2024,2,경기도,하남시,41,0.7
2024,2,경기도,용인시 처인구,21,0.3
2024,2,경기도,용인시 기흥구,32,0.5
2024,2,경기도,용인시 수지구,38,0.6
2024,2,경기도,이천시,23,0.4
2024,2,경기도,안성시,15,0.2
2024,2,경기도,김포시,436,7.1
2024,2,경기도,화성시,126,2.0
2024,2,경기도,광주시,24,0.4
2024,2,경기도,양주시,263,4.3
2024,2,경기도,포천시,80,1.3
2024,2,경기도,여주시,14,0.2
2024,2,경기도,연천군,335,5.4
2024,2,경기도,가평군,12,0.2
2024,2,경기도,양평군,18,0.3
2024,2,경상남도,김해시,5,38.5
2024,2,경상남도,밀양시,2,15.4
2024,2,경상남도,양산시,4,30.8
2024,2,경상남도,산청군,2,15.4
2024,2,경상북도,포항시 북구,2,6.3
2024,2,경상북도,김천시,2,6.3
2024,2,경상북도,구미시,16,50.0
2024,2,경상북도,영주시,1,3.1
2024,2,경상북도,상주시,2,6.3
2024,2,경상북도,문경시,3,9.4
2024,2,경상북도,경산시,1,3.1
2024,2,경상북도,의성군,2,6.3
2024,2,경상북도,칠곡군,3,9.4
2024,2,광주광역시,동구,1,14.3
2024,2,광주광역시,서구,5,71.4
2024,2,광주광역시,광산구,1,14.3
2024,2,대구광역시,동구,2,10.0
2024,2,대구광역시,남구,3,15.0
2024,2,대구광역시,북구,1,5.0
2024,2,대구광역시,수성구,4,20.0
2024,2,대구광역시,달서구,8,40.0
2024,2,대구광역시,달성군,2,10.0
2024,2,대전광역시,동구,2,10.5
2024,2,대전광역시,서구,5,26.3
2024,2,대전광역시,유성구,12,63.2
2024,2,부산광역시,동구,2,18.2
2024,2,부산광역시,남구,1,9.1
2024,2,부산광역시,해운대구,2,18.2
2024,2,부산광역시,사하구,1,9.1
2024,2,부산광역시,금정구,5,45.5
2024,2,서울특별시,종로구,57,2.1
2024,2,서울특별시,중구,85,3.2
2024,2,서울특별시,용산구,106,4.0
2024,2,서울특별시,성동구,29,1.1
2024,2,서울특별시,광진구,26,1.0
2024,2,서울특별시,동대문구,37,1.4
2024,2,서울특별시,중랑구,58,2.2
2024,2,서울특별시,성북구,52,1.9
2024,2,서울특별시,강북구,48,1.8
2024,2,서울특별시,도봉구,60,2.2
2024,2,서울특별시,노원구,51,1.9
2024,2,서울특별시,은평구,207,7.7
2024,2,서울특별시,서대문구,140,5.2
2024,2,서울특별시,마포구,343,12.8
2024,2,서울특별시,양천구,190,7.1
2024,2,서울특별시,강서구,421,15.8
2024,2,서울특별시,구로구,76,2.8
2024,2,서울특별시,금천구,25,0.9
2024,2,서울특별시,영등포구,186,7.0
2024,2,서울특별시,동작구,72,2.7
2024,2,서울특별시,관악구,70,2.6
2024,2,서울특별시,서초구,80,3.0
2024,2,서울특별시,강남구,126,4.7
2024,2,서울특별시,송파구,85,3.2
2024,2,서울특별시,강동구,43,1.6
2024,2,울산광역시,남구,3,100.0
2024,2,인천광역시,중구,105,10.5
2024,2,인천광역시,동구,19,1.9
2024,2,인천광역시,미추홀구,100,10.0
2024,2,인천광역시,연수구,63,6.3
2024,2,인천광역시,남동구,104,10.4
2024,2,인천광역시,부평구,133,13.3
2024,2,인천광역시,계양구,117,11.7
2024,2,인천광역시,서구,344,34.3
2024,2,인천광역시,강화군,18,1.8
2024,2,전라남도,담양군,2,22.2
2024,2,전라남도,화순군,1,11.1
2024,2,전라남도,무안군,5,55.6
2024,2,전라남도,장성군,1,11.1
2024,2,전북특별자치도,전주시 완산구,2,12.5
2024,2,전북특별자치도,전주시 덕진구,4,25.0
2024,2,전북특별자치도,군산시,2,12.5
2024,2,전북특별자치도,익산시,2,12.5
2024,2,전북특별자치도,김제시,1,6.3
2024,2,전북특별자치도,임실군,2,12.5
2024,2,전북특별자치도,고창군,2,12.5
2024,2,전북특별자치도,부안군,1,6.3
2024,2,충청남도,천안시 동남구,11,13.4
2024,2,충청남도,천안시 서북구,27,32.9
2024,2,충청남도,보령시,2,2.4
2024,2,충청남도,아산시,19,23.2
2024,2,충청남도,서산시,6,7.3
2024,2,충청남도,논산시,2,2.4
2024,2,충청남도,당진시,2,2.4
2024,2,충청남도,서천군,3,3.7
2024,2,충청남도,청양군,1,1.2
2024,2,충청남도,홍성군,4,4.9
2024,2,충청남도,예산군,3,3.7
2024,2,충청남도,태안군,2,2.4
2024,2,충청북도,청주시 상당구,6,9.4
2024,2,충청북도,청주시 서원구,3,4.7
2024,2,충청북도,청주시 흥덕구,9,14.1
2024,2,충청북도,청주시 청원구,9,14.1
2024,2,충청북도,충주시,21,32.8
2024,2,충청북도,제천시,4,6.3
2024,2,충청북도,옥천군,4,6.3
2024,2,충청북도,증평군,2,3.1
2024,2,충청북도,진천군,6,9.4
