year,month,지역코드,지역명,평균 체류시간
2025,1,41111,수원시 장안구,860.0
2025,1,41113,수원시 권선구,1125.0
2025,1,41115,수원시 팔달구,620.0
2025,1,41117,수원시 영통구,937.0
2025,1,41131,성남시 수정구,942.0
2025,1,41133,성남시 중원구,1088.0
2025,1,41135,성남시 분당구,935.0
2025,1,41150,의정부시,1384.0
2025,1,41171,안양시 만안구,990.0
2025,1,41173,안양시 동안구,1144.0
2025,1,41192,부천시 원미구,956.0
2025,1,41194,부천시 소사구,976.0
2025,1,41196,부천시 오정구,924.0
2025,1,41210,광명시,763.0
2025,1,41220,평택시,1960.0
2025,1,41250,동두천시,1278.0
2025,1,41271,안산시 상록구,1402.0
2025,1,41273,안산시 단원구,1136.0
2025,1,41281,고양시 덕양구,1001.0
2025,1,41285,고양시 일산동구,904.0
2025,1,41287,고양시 일산서구,966.0
2025,1,41290,과천시,748.0
2025,1,41310,구리시,674.0
2025,1,41360,남양주시,1311.0
2025,1,41370,오산시,1289.0
2025,1,41390,시흥시,1297.0
2025,1,41410,군포시,1205.0
2025,1,41430,의왕시,717.0
2025,1,41450,하남시,836.0
2025,1,41461,용인시 처인구,1305.0
2025,1,41463,용인시 기흥구,1066.0
2025,1,41465,용인시 수지구,1355.0
2025,1,41480,파주시,1475.0
2025,1,41500,이천시,1266.0
2025,1,41550,안성시,1147.0
2025,1,41570,김포시,1326.0
2025,1,41590,화성시,1514.0
2025,1,41610,광주시,1541.0
2025,1,41630,양주시,1260.0
2025,1,41650,포천시,1460.0
2025,1,41670,여주시,1147.0
2025,1,41800,연천군,1490.0
2025,1,41820,가평군,1138.0
2025,1,41830,양평군,1083.0
