year,month,지역코드,지역명,평균 체류시간
2024,2,41111,수원시 장안구,790.0
2024,2,41113,수원시 권선구,1186.0
2024,2,41115,수원시 팔달구,630.0
2024,2,41117,수원시 영통구,919.0
2024,2,41131,성남시 수정구,950.0
2024,2,41133,성남시 중원구,1110.0
2024,2,41135,성남시 분당구,946.0
2024,2,41150,의정부시,1443.0
2024,2,41171,안양시 만안구,1017.0
2024,2,41173,안양시 동안구,1111.0
2024,2,41192,부천시 원미구,929.0
2024,2,41194,부천시 소사구,1116.0
2024,2,41196,부천시 오정구,843.0
2024,2,41210,광명시,825.0
2024,2,41220,평택시,2262.0
2024,2,41250,동두천시,1286.0
2024,2,41271,안산시 상록구,1476.0
2024,2,41273,안산시 단원구,1167.0
2024,2,41281,고양시 덕양구,1070.0
2024,2,41285,고양시 일산동구,933.0
2024,2,41287,고양시 일산서구,1101.0
2024,2,41290,과천시,752.0
2024,2,41310,구리시,761.0
2024,2,41360,남양주시,1443.0
2024,2,41370,오산시,1376.0
2024,2,41390,시흥시,1306.0
2024,2,41410,군포시,1213.0
2024,2,41430,의왕시,686.0
2024,2,41450,하남시,829.0
2024,2,41461,용인시 처인구,1220.0
2024,2,41463,용인시 기흥구,1180.0
2024,2,41465,용인시 수지구,1354.0
2024,2,41480,파주시,1575.0
2024,2,41500,이천시,1278.0
2024,2,41550,안성시,1250.0
2024,2,41570,김포시,1418.0
2024,2,41590,화성시,1591.0
2024,2,41610,광주시,1504.0
2024,2,41630,양주시,1485.0
2024,2,41650,포천시,1446.0
2024,2,41670,여주시,1167.0
2024,2,41800,연천군,1533.0
2024,2,41820,가평군,1329.0
2024,2,41830,양평군,1091.0
