year,month,지역코드,지역명,평균 체류시간
2024,9,41111,수원시 장안구,935.0
2024,9,41113,수원시 권선구,1008.0
2024,9,41115,수원시 팔달구,604.0
2024,9,41117,수원시 영통구,1002.0
2024,9,41131,성남시 수정구,989.0
2024,9,41133,성남시 중원구,1020.0
2024,9,41135,성남시 분당구,806.0
2024,9,41150,의정부시,1305.0
2024,9,41171,안양시 만안구,931.0
2024,9,41173,안양시 동안구,1021.0
2024,9,41192,부천시 원미구,898.0
2024,9,41194,부천시 소사구,924.0
2024,9,41196,부천시 오정구,803.0
2024,9,41210,광명시,692.0
2024,9,41220,평택시,1816.0
2024,9,41250,동두천시,1034.0
2024,9,41271,안산시 상록구,1502.0
2024,9,41273,안산시 단원구,1046.0
2024,9,41281,고양시 덕양구,950.0
2024,9,41285,고양시 일산동구,846.0
2024,9,41287,고양시 일산서구,859.0
2024,9,41290,과천시,585.0
2024,9,41310,구리시,555.0
2024,9,41360,남양주시,1170.0
2024,9,41370,오산시,1227.0
2024,9,41390,시흥시,1152.0
2024,9,41410,군포시,1076.0
2024,9,41430,의왕시,585.0
2024,9,41450,하남시,817.0
2024,9,41461,용인시 처인구,1281.0
2024,9,41463,용인시 기흥구,1038.0
2024,9,41465,용인시 수지구,1288.0
2024,9,41480,파주시,1139.0
2024,9,41500,이천시,965.0
2024,9,41550,안성시,1118.0
2024,9,41570,김포시,1161.0
2024,9,41590,화성시,1285.0
2024,9,41610,광주시,1188.0
2024,9,41630,양주시,1103.0
2024,9,41650,포천시,1119.0
2024,9,41670,여주시,843.0
2024,9,41800,연천군,1105.0
2024,9,41820,가평군,883.0
2024,9,41830,양평군,801.0
