year,month,지역코드,지역명,평균 체류시간
2025,5,41111,수원시 장안구,996.0
2025,5,41113,수원시 권선구,1354.0
2025,5,41115,수원시 팔달구,688.0
2025,5,41117,수원시 영통구,1130.0
2025,5,41131,성남시 수정구,1190.0
2025,5,41133,성남시 중원구,1301.0
2025,5,41135,성남시 분당구,1160.0
2025,5,41150,의정부시,1731.0
2025,5,41171,안양시 만안구,1229.0
2025,5,41173,안양시 동안구,1428.0
2025,5,41192,부천시 원미구,1159.0
2025,5,41194,부천시 소사구,1182.0
2025,5,41196,부천시 오정구,961.0
2025,5,41210,광명시,1074.0
2025,5,41220,평택시,2124.0
2025,5,41250,동두천시,1559.0
2025,5,41271,안산시 상록구,1612.0
2025,5,41273,안산시 단원구,1283.0
2025,5,41281,고양시 덕양구,1209.0
2025,5,41285,고양시 일산동구,996.0
2025,5,41287,고양시 일산서구,1098.0
2025,5,41290,과천시,713.0
2025,5,41310,구리시,758.0
2025,5,41360,남양주시,1468.0
2025,5,41370,오산시,1483.0
2025,5,41390,시흥시,1410.0
2025,5,41410,군포시,1558.0
2025,5,41430,의왕시,773.0
2025,5,41450,하남시,1008.0
2025,5,41461,용인시 처인구,1159.0
2025,5,41463,용인시 기흥구,1316.0
2025,5,41465,용인시 수지구,1696.0
2025,5,41480,파주시,1513.0
2025,5,41500,이천시,1314.0
2025,5,41550,안성시,1109.0
2025,5,41570,김포시,1626.0
2025,5,41590,화성시,1766.0
2025,5,41610,광주시,1609.0
2025,5,41630,양주시,1405.0
2025,5,41650,포천시,1352.0
2025,5,41670,여주시,1031.0
2025,5,41800,연천군,1193.0
2025,5,41820,가평군,952.0
2025,5,41830,양평군,1066.0
