year,month,지역코드,지역명,평균 체류시간
2025,7,41111,수원시 장안구,811.0
2025,7,41113,수원시 권선구,1090.0
2025,7,41115,수원시 팔달구,656.0
2025,7,41117,수원시 영통구,915.0
2025,7,41131,성남시 수정구,885.0
2025,7,41133,성남시 중원구,1064.0
2025,7,41135,성남시 분당구,923.0
2025,7,41150,의정부시,1446.0
2025,7,41171,안양시 만안구,954.0
2025,7,41173,안양시 동안구,1238.0
2025,7,41192,부천시 원미구,912.0
2025,7,41194,부천시 소사구,954.0
2025,7,41196,부천시 오정구,838.0
2025,7,41210,광명시,825.0
2025,7,41220,평택시,1900.0
2025,7,41250,동두천시,1230.0
2025,7,41271,안산시 상록구,1364.0
2025,7,41273,안산시 단원구,1196.0
2025,7,41281,고양시 덕양구,999.0
2025,7,41285,고양시 일산동구,904.0
2025,7,41287,고양시 일산서구,920.0
2025,7,41290,과천시,608.0
2025,7,41310,구리시,666.0
2025,7,41360,남양주시,1309.0
2025,7,41370,오산시,1296.0
2025,7,41390,시흥시,1236.0
2025,7,41410,군포시,1251.0
2025,7,41430,의왕시,704.0
2025,7,41450,하남시,826.0
2025,7,41461,용인시 처인구,1141.0
2025,7,41463,용인시 기흥구,1133.0
2025,7,41465,용인시 수지구,1326.0
2025,7,41480,파주시,1524.0
2025,7,41500,이천시,1278.0
2025,7,41550,안성시,1116.0
2025,7,41570,김포시,1422.0
2025,7,41590,화성시,1517.0
2025,7,41610,광주시,1496.0
2025,7,41630,양주시,1264.0
2025,7,41650,포천시,1273.0
2025,7,41670,여주시,1096.0
2025,7,41800,연천군,1243.0
2025,7,41820,가평군,976.0
2025,7,41830,양평군,979.0
