year,month,지역코드,지역명,평균 체류시간
2025,2,41111,수원시 장안구,819.0
2025,2,41113,수원시 권선구,1019.0
2025,2,41115,수원시 팔달구,593.0
2025,2,41117,수원시 영통구,914.0
2025,2,41131,성남시 수정구,895.0
2025,2,41133,성남시 중원구,978.0
2025,2,41135,성남시 분당구,855.0
2025,2,41150,의정부시,1345.0
2025,2,41171,안양시 만안구,1001.0
2025,2,41173,안양시 동안구,1058.0
2025,2,41192,부천시 원미구,837.0
2025,2,41194,부천시 소사구,872.0
2025,2,41196,부천시 오정구,762.0
2025,2,41210,광명시,971.0
2025,2,41220,평택시,1986.0
2025,2,41250,동두천시,1249.0
2025,2,41271,안산시 상록구,1327.0
2025,2,41273,안산시 단원구,1041.0
2025,2,41281,고양시 덕양구,984.0
2025,2,41285,고양시 일산동구,801.0
2025,2,41287,고양시 일산서구,827.0
2025,2,41290,과천시,691.0
2025,2,41310,구리시,618.0
2025,2,41360,남양주시,1257.0
2025,2,41370,오산시,1249.0
2025,2,41390,시흥시,1198.0
2025,2,41410,군포시,1110.0
2025,2,41430,의왕시,614.0
2025,2,41450,하남시,849.0
2025,2,41461,용인시 처인구,1376.0
2025,2,41463,용인시 기흥구,1029.0
2025,2,41465,용인시 수지구,1266.0
2025,2,41480,파주시,1464.0
2025,2,41500,이천시,1416.0
2025,2,41550,안성시,1282.0
2025,2,41570,김포시,1305.0
2025,2,41590,화성시,1481.0
2025,2,41610,광주시,1839.0
2025,2,41630,양주시,1228.0
2025,2,41650,포천시,1485.0
2025,2,41670,여주시,1156.0
2025,2,41800,연천군,1512.0
2025,2,41820,가평군,1007.0
2025,2,41830,양평군,919.0
