year,month,지역코드,지역명,평균 체류시간
2024,6,41111,수원시 장안구,712.0
2024,6,41113,수원시 권선구,980.0
2024,6,41115,수원시 팔달구,601.0
2024,6,41117,수원시 영통구,773.0
2024,6,41131,성남시 수정구,818.0
2024,6,41133,성남시 중원구,952.0
2024,6,41135,성남시 분당구,780.0
2024,6,41150,의정부시,1193.0
2024,6,41171,안양시 만안구,831.0
2024,6,41173,안양시 동안구,909.0
2024,6,41192,부천시 원미구,842.0
2024,6,41194,부천시 소사구,965.0
2024,6,41196,부천시 오정구,790.0
2024,6,41210,광명시,676.0
2024,6,41220,평택시,1787.0
2024,6,41250,동두천시,1199.0
2024,6,41271,안산시 상록구,1252.0
2024,6,41273,안산시 단원구,994.0
2024,6,41281,고양시 덕양구,927.0
2024,6,41285,고양시 일산동구,815.0
2024,6,41287,고양시 일산서구,773.0
2024,6,41290,과천시,529.0
2024,6,41310,구리시,620.0
2024,6,41360,남양주시,1079.0
2024,6,41370,오산시,1120.0
2024,6,41390,시흥시,1023.0
2024,6,41410,군포시,1014.0
2024,6,41430,의왕시,555.0
2024,6,41450,하남시,734.0
2024,6,41461,용인시 처인구,911.0
2024,6,41463,용인시 기흥구,942.0
2024,6,41465,용인시 수지구,1040.0
2024,6,41480,파주시,1132.0
2024,6,41500,이천시,955.0
2024,6,41550,안성시,889.0
2024,6,41570,김포시,1180.0
2024,6,41590,화성시,1231.0
2024,6,41610,광주시,1098.0
2024,6,41630,양주시,1041.0
2024,6,41650,포천시,982.0
2024,6,41670,여주시,828.0
2024,6,41800,연천군,1071.0
2024,6,41820,가평군,847.0
2024,6,41830,양평군,782.0
