year,month,광역지자체명,기초지자체명,기초지자체별 거주 방문자 수,기초지자체별 거주 방문자 비율
2024,6,강원특별자치도,춘천시,11,23.4
2024,6,강원특별자치도,원주시,6,12.8
2024,6,강원특별자치도,강릉시,1,2.1
2024,6,강원특별자치도,동해시,1,2.1
2024,6,강원특별자치도,속초시,3,6.4
2024,6,강원특별자치도,삼척시,1,2.1
2024,6,강원특별자치도,홍천군,5,10.6
2024,6,강원특별자치도,횡성군,1,2.1
2024,6,강원특별자치도,평창군,1,2.1
2024,6,강원특별자치도,정선군,1,2.1
2024,6,강원특별자치도,철원군,8,17.0
2024,6,강원특별자치도,화천군,4,8.5
2024,6,강원특별자치도,양구군,2,4.3
2024,6,강원특별자치도,고성군,1,2.1
2024,6,강원특별자치도,양양군,1,2.1
2024,6,경기도,수원시 장안구,3,0.1
2024,6,경기도,수원시 권선구,17,0.4
2024,6,경기도,수원시 팔달구,18,0.5
2024,6,경기도,수원시 영통구,13,0.3
2024,6,경기도,성남시 수정구,8,0.2
2024,6,경기도,성남시 중원구,17,0.4
2024,6,경기도,성남시 분당구,17,0.4
2024,6,경기도,의정부시,91,2.3
2024,6,경기도,안양시 만안구,19,0.5
2024,6,경기도,안양시 동안구,33,0.8
2024,6,경기도,부천시 원미구,87,2.2
2024,6,경기도,부천시 소사구,57,1.4
2024,6,경기도,부천시 오정구,35,0.9
2024,6,경기도,광명시,39,1.0
2024,6,경기도,평택시,21,0.5
2024,6,경기도,동두천시,27,0.7
2024,6,경기도,안산시 상록구,17,0.4
2024,6,경기도,안산시 단원구,21,0.5
2024,6,경기도,고양시 덕양구,825,20.7
2024,6,경기도,고양시 일산동구,757,19.0
2024,6,경기도,고양시 일산서구,734,18.4
2024,6,경기도,과천시,11,0.3
2024,6,경기도,구리시,31,0.8
2024,6,경기도,남양주시,77,1.9
2024,6,경기도,오산시,15,0.4
2024,6,경기도,시흥시,72,1.8
2024,6,경기도,군포시,11,0.3
2024,6,경기도,의왕시,13,0.3
2024,6,경기도,하남시,38,1.0
2024,6,경기도,용인시 처인구,11,0.3
2024,6,경기도,용인시 기흥구,16,0.4
2024,6,경기도,용인시 수지구,27,0.7
2024,6,경기도,이천시,6,0.2
2024,6,경기도,안성시,10,0.3
2024,6,경기도,김포시,328,8.2
2024,6,경기도,화성시,61,1.5
2024,6,경기도,광주시,22,0.6
2024,6,경기도,양주시,198,5.0
2024,6,경기도,포천시,45,1.1
2024,6,경기도,여주시,8,0.2
2024,6,경기도,연천군,105,2.6
2024,6,경기도,가평군,13,0.3
2024,6,경기도,양평군,11,0.3
2024,6,경상남도,창원시 성산구,2,16.7
2024,6,경상남도,창원시 마산합포구,1,8.3
2024,6,경상남도,진주시,1,8.3
2024,6,경상남도,통영시,1,8.3
2024,6,경상남도,김해시,4,33.3
2024,6,경상남도,밀양시,1,8.3
2024,6,경상남도,양산시,2,16.7
2024,6,경상북도,포항시 남구,1,4.8
2024,6,경상북도,포항시 북구,4,19.0
2024,6,경상북도,김천시,2,9.5
2024,6,경상북도,안동시,2,9.5
2024,6,경상북도,구미시,5,23.8
2024,6,경상북도,상주시,4,19.0
2024,6,경상북도,문경시,1,4.8
2024,6,경상북도,성주군,1,4.8
2024,6,경상북도,칠곡군,1,4.8
2024,6,광주광역시,남구,1,50.0
2024,6,광주광역시,광산구,1,50.0
2024,6,대구광역시,달서구,1,100.0
2024,6,대전광역시,동구,1,14.3
2024,6,대전광역시,서구,2,28.6
2024,6,대전광역시,유성구,1,14.3
2024,6,대전광역시,대덕구,3,42.9
2024,6,부산광역시,해운대구,1,33.3
2024,6,부산광역시,강서구,1,33.3
2024,6,부산광역시,수영구,1,33.3
2024,6,서울특별시,종로구,34,1.9
2024,6,서울특별시,중구,43,2.4
2024,6,서울특별시,용산구,76,4.2
2024,6,서울특별시,성동구,24,1.3
2024,6,서울특별시,광진구,26,1.4
2024,6,서울특별시,동대문구,34,1.9
2024,6,서울특별시,중랑구,23,1.3
2024,6,서울특별시,성북구,50,2.8
2024,6,서울특별시,강북구,15,0.8
2024,6,서울특별시,도봉구,44,2.4
2024,6,서울특별시,노원구,55,3.0
2024,6,서울특별시,은평구,203,11.2
2024,6,서울특별시,서대문구,85,4.7
2024,6,서울특별시,마포구,212,11.7
2024,6,서울특별시,양천구,122,6.7
2024,6,서울특별시,강서구,264,14.6
2024,6,서울특별시,구로구,77,4.2
2024,6,서울특별시,금천구,30,1.7
2024,6,서울특별시,영등포구,141,7.8
2024,6,서울특별시,동작구,40,2.2
2024,6,서울특별시,관악구,24,1.3
2024,6,서울특별시,서초구,51,2.8
2024,6,서울특별시,강남구,66,3.6
2024,6,서울특별시,송파구,39,2.1
2024,6,서울특별시,강동구,36,2.0
2024,6,울산광역시,울주군,1,100.0
2024,6,인천광역시,중구,84,11.8
2024,6,인천광역시,동구,15,2.1
2024,6,인천광역시,미추홀구,45,6.3
2024,6,인천광역시,연수구,44,6.2
2024,6,인천광역시,남동구,81,11.4
2024,6,인천광역시,부평구,113,15.9
2024,6,인천광역시,계양구,90,12.7
2024,6,인천광역시,서구,219,30.8
2024,6,인천광역시,강화군,19,2.7
2024,6,전라남도,여수시,2,50.0
2024,6,전라남도,해남군,1,25.0
2024,6,전라남도,장성군,1,25.0
2024,6,전북특별자치도,전주시 완산구,2,15.4
2024,6,전북특별자치도,군산시,4,30.8
2024,6,전북특별자치도,익산시,3,23.1
2024,6,전북특별자치도,남원시,1,7.7
2024,6,전북특별자치도,김제시,1,7.7
2024,6,전북특별자치도,무주군,2,15.4
2024,6,충청남도,천안시 동남구,3,6.7
2024,6,충청남도,천안시 서북구,12,26.7
2024,6,충청남도,공주시,3,6.7
2024,6,충청남도,보령시,1,2.2
2024,6,충청남도,아산시,13,28.9
2024,6,충청남도,서산시,2,4.4
2024,6,충청남도,논산시,1,2.2
2024,6,충청남도,계룡시,1,2.2
2024,6,충청남도,당진시,3,6.7
2024,6,충청남도,서천군,3,6.7
2024,6,충청남도,홍성군,1,2.2
2024,6,충청남도,예산군,1,2.2
2024,6,충청남도,태안군,1,2.2
2024,6,충청북도,청주시 상당구,2,5.4
2024,6,충청북도,청주시 서원구,7,18.9
2024,6,충청북도,청주시 흥덕구,4,10.8
2024,6,충청북도,청주시 청원구,3,8.1
2024,6,충청북도,충주시,8,21.6
2024,6,충청북도,제천시,3,8.1
2024,6,충청북도,보은군,1,2.7
2024,6,충청북도,괴산군,1,2.7
2024,6,충청북도,음성군,7,18.9
2024,6,충청북도,단양군,1,2.7
