year,month,지역코드,지역명,평균 체류시간
2024,5,41111,수원시 장안구,768.0
2024,5,41113,수원시 권선구,1086.0
2024,5,41115,수원시 팔달구,617.0
2024,5,41117,수원시 영통구,857.0
2024,5,41131,성남시 수정구,832.0
2024,5,41133,성남시 중원구,1004.0
2024,5,41135,성남시 분당구,826.0
2024,5,41150,의정부시,1293.0
2024,5,41171,안양시 만안구,844.0
2024,5,41173,안양시 동안구,968.0
2024,5,41192,부천시 원미구,848.0
2024,5,41194,부천시 소사구,970.0
2024,5,41196,부천시 오정구,758.0
2024,5,41210,광명시,707.0
2024,5,41220,평택시,1906.0
2024,5,41250,동두천시,1089.0
2024,5,41271,안산시 상록구,1277.0
2024,5,41273,안산시 단원구,991.0
2024,5,41281,고양시 덕양구,949.0
2024,5,41285,고양시 일산동구,780.0
2024,5,41287,고양시 일산서구,852.0
2024,5,41290,과천시,548.0
2024,5,41310,구리시,650.0
2024,5,41360,남양주시,1095.0
2024,5,41370,오산시,1234.0
2024,5,41390,시흥시,1113.0
2024,5,41410,군포시,1018.0
2024,5,41430,의왕시,578.0
2024,5,41450,하남시,711.0
2024,5,41461,용인시 처인구,992.0
2024,5,41463,용인시 기흥구,1016.0
2024,5,41465,용인시 수지구,1124.0
2024,5,41480,파주시,1183.0
2024,5,41500,이천시,1046.0
2024,5,41550,안성시,918.0
2024,5,41570,김포시,1210.0
2024,5,41590,화성시,1336.0
2024,5,41610,광주시,1169.0
2024,5,41630,양주시,1080.0
2024,5,41650,포천시,1064.0
2024,5,41670,여주시,856.0
2024,5,41800,연천군,1244.0
2024,5,41820,가평군,811.0
2024,5,41830,양평군,811.0
