year,month,광역지자체명,기초지자체명,기초지자체별 거주 방문자 수,기초지자체별 거주 방문자 비율
2024,3,강원특별자치도,춘천시,16,27.6
2024,3,강원특별자치도,원주시,5,8.6
2024,3,강원특별자치도,강릉시,4,6.9
2024,3,강원특별자치도,속초시,4,6.9
2024,3,강원특별자치도,홍천군,6,10.3
2024,3,강원특별자치도,평창군,3,5.2
2024,3,강원특별자치도,정선군,3,5.2
2024,3,강원특별자치도,철원군,11,19.0
2024,3,강원특별자치도,화천군,2,3.4
2024,3,강원특별자치도,인제군,1,1.7
2024,3,강원특별자치도,고성군,1,1.7
2024,3,강원특별자치도,양양군,2,3.4
2024,3,경기도,수원시 장안구,15,0.3
2024,3,경기도,수원시 권선구,16,0.3
2024,3,경기도,수원시 팔달구,29,0.6
2024,3,경기도,수원시 영통구,30,0.6
2024,3,경기도,성남시 수정구,14,0.3
2024,3,경기도,성남시 중원구,16,0.3
2024,3,경기도,성남시 분당구,23,0.5
2024,3,경기도,의정부시,102,2.1
2024,3,경기도,안양시 만안구,23,0.5
2024,3,경기도,안양시 동안구,27,0.5
2024,3,경기도,부천시 원미구,70,1.4
2024,3,경기도,부천시 소사구,26,0.5
2024,3,경기도,부천시 오정구,21,0.4
2024,3,경기도,광명시,39,0.8
2024,3,경기도,평택시,34,0.7
2024,3,경기도,동두천시,25,0.5
2024,3,경기도,안산시 상록구,34,0.7
2024,3,경기도,안산시 단원구,18,0.4
2024,3,경기도,고양시 덕양구,911,18.4
2024,3,경기도,고양시 일산동구,996,20.1
2024,3,경기도,고양시 일산서구,912,18.4
2024,3,경기도,과천시,4,0.1
2024,3,경기도,구리시,39,0.8
2024,3,경기도,남양주시,120,2.4
2024,3,경기도,오산시,16,0.3
2024,3,경기도,시흥시,93,1.9
2024,3,경기도,군포시,24,0.5
2024,3,경기도,의왕시,20,0.4
2024,3,경기도,하남시,45,0.9
2024,3,경기도,용인시 처인구,18,0.4
2024,3,경기도,용인시 기흥구,13,0.3
2024,3,경기도,용인시 수지구,26,0.5
2024,3,경기도,이천시,10,0.2
2024,3,경기도,안성시,10,0.2
2024,3,경기도,김포시,384,7.7
2024,3,경기도,화성시,74,1.5
2024,3,경기도,광주시,35,0.7
2024,3,경기도,양주시,217,4.4
2024,3,경기도,포천시,50,1.0
2024,3,경기도,여주시,5,0.1
2024,3,경기도,연천군,362,7.3
2024,3,경기도,가평군,8,0.2
2024,3,경기도,양평군,10,0.2
2024,3,경상남도,창원시 의창구,1,14.3
2024,3,경상남도,창원시 마산회원구,1,14.3
2024,3,경상남도,김해시,3,42.9
2024,3,경상남도,밀양시,1,14.3
2024,3,경상남도,양산시,1,14.3
2024,3,경상북도,경주시,2,8.3
2024,3,경상북도,안동시,4,16.7
2024,3,경상북도,구미시,8,33.3
2024,3,경상북도,영주시,1,4.2
2024,3,경상북도,영천시,1,4.2
2024,3,경상북도,상주시,4,16.7
2024,3,경상북도,문경시,3,12.5
2024,3,경상북도,칠곡군,1,4.2
2024,3,광주광역시,서구,2,40.0
2024,3,광주광역시,북구,3,60.0
2024,3,대구광역시,동구,1,33.3
2024,3,대구광역시,남구,1,33.3
2024,3,대구광역시,달성군,1,33.3
2024,3,대전광역시,동구,1,9.1
2024,3,대전광역시,중구,1,9.1
2024,3,대전광역시,서구,1,9.1
2024,3,대전광역시,유성구,6,54.5
2024,3,대전광역시,대덕구,2,18.2
2024,3,부산광역시,동구,1,25.0
2024,3,부산광역시,금정구,1,25.0
2024,3,부산광역시,기장군,2,50.0
2024,3,서울특별시,종로구,36,1.7
2024,3,서울특별시,중구,56,2.6
2024,3,서울특별시,용산구,82,3.9
2024,3,서울특별시,성동구,32,1.5
2024,3,서울특별시,광진구,27,1.3
2024,3,서울특별시,동대문구,29,1.4
2024,3,서울특별시,중랑구,41,1.9
2024,3,서울특별시,성북구,45,2.1
2024,3,서울특별시,강북구,24,1.1
2024,3,서울특별시,도봉구,55,2.6
2024,3,서울특별시,노원구,58,2.7
2024,3,서울특별시,은평구,204,9.6
2024,3,서울특별시,서대문구,106,5.0
2024,3,서울특별시,마포구,260,12.2
2024,3,서울특별시,양천구,150,7.1
2024,3,서울특별시,강서구,311,14.6
2024,3,서울특별시,구로구,72,3.4
2024,3,서울특별시,금천구,33,1.6
2024,3,서울특별시,영등포구,134,6.3
2024,3,서울특별시,동작구,57,2.7
2024,3,서울특별시,관악구,72,3.4
2024,3,서울특별시,서초구,66,3.1
2024,3,서울특별시,강남구,85,4.0
2024,3,서울특별시,송파구,41,1.9
2024,3,서울특별시,강동구,50,2.4
2024,3,울산광역시,중구,1,20.0
2024,3,울산광역시,남구,1,20.0
2024,3,울산광역시,동구,1,20.0
2024,3,울산광역시,울주군,2,40.0
2024,3,인천광역시,중구,97,12.9
2024,3,인천광역시,동구,13,1.7
2024,3,인천광역시,미추홀구,54,7.2
2024,3,인천광역시,연수구,49,6.5
2024,3,인천광역시,남동구,88,11.7
2024,3,인천광역시,부평구,114,15.2
2024,3,인천광역시,계양구,68,9.1
2024,3,인천광역시,서구,249,33.2
2024,3,인천광역시,강화군,18,2.4
2024,3,전라남도,여수시,4,36.4
2024,3,전라남도,순천시,1,9.1
2024,3,전라남도,나주시,1,9.1
2024,3,전라남도,담양군,2,18.2
2024,3,전라남도,구례군,1,9.1
2024,3,전라남도,해남군,1,9.1
2024,3,전라남도,장성군,1,9.1
2024,3,전북특별자치도,전주시 완산구,2,28.6
2024,3,전북특별자치도,임실군,1,14.3
2024,3,전북특별자치도,순창군,1,14.3
2024,3,전북특별자치도,고창군,2,28.6
2024,3,전북특별자치도,부안군,1,14.3
2024,3,충청남도,천안시 동남구,7,11.1
2024,3,충청남도,천안시 서북구,19,30.2
2024,3,충청남도,공주시,3,4.8
2024,3,충청남도,보령시,1,1.6
2024,3,충청남도,아산시,13,20.6
2024,3,충청남도,서산시,4,6.3
2024,3,충청남도,계룡시,1,1.6
2024,3,충청남도,당진시,10,15.9
2024,3,충청남도,부여군,2,3.2
2024,3,충청남도,서천군,2,3.2
2024,3,충청남도,예산군,1,1.6
2024,3,충청북도,청주시 상당구,2,5.1
2024,3,충청북도,청주시 서원구,6,15.4
2024,3,충청북도,청주시 흥덕구,3,7.7
2024,3,충청북도,청주시 청원구,1,2.6
2024,3,충청북도,충주시,8,20.5
2024,3,충청북도,제천시,2,5.1
2024,3,충청북도,옥천군,2,5.1
2024,3,충청북도,영동군,2,5.1
2024,3,충청북도,진천군,4,10.3
2024,3,충청북도,괴산군,2,5.1
2024,3,충청북도,음성군,6,15.4
2024,3,충청북도,단양군,1,2.6
