기준연월,목적지 유형,목적지 검색량
202101,전체,368072
202101,숙박,18206
202101,음식,127506
202101,기타관광,72201
202101,문화관광,40220
202101,쇼핑,79627
202101,자연관광,5028
202101,역사관광,7283
202101,체험관광,1175
202101,레저스포츠,16826
