국가명,비율(%)
기타,24.59
중국,23.03
필리핀,9.52
인도네시아,8.7
미국,8.67
인도,8.12
독일,2.85
태국,2.38
베트남,2.22
일본,2.19
러시아,1.64
튀르키예,1.13
카자흐스탄,1.09
캐나다,1.01
말레이시아,0.7
영국,0.62
프랑스,0.51
대만,0.27
멕시코,0.27
몽골,0.23
아랍에미리트,0.08
싱가포르,0.08
사우디아라비아,0.04
홍콩,0.04
