순위,관광지ID,업소명,분류
1,bad006bbedb44e6e4ef07895a314e7e1,앤드테라스파주점,카페/찻집
2,e37b6ce6ac8684b377c1e37e473f5cc3,스타벅스파주야당DT점,카페/찻집
3,aaa87c86646f26fb6d2303ee3ca586a5,더티트렁크,카페/찻집
4,c3ce179673329f9f3c80fa57913ad561,레드파이프,카페/찻집
5,e8f4c954720c18756069c2b26c630d8f,이삭토스트파주운정이마트점,간이음식
6,c63dd07550fcb253cdcc0b6b46c4c771,스타벅스파주야당역점,카페/찻집
7,ff60878ce76ba222ffec402ec2429a12,버터킹빵공장,간이음식
8,4b7575d2a64ea3473880fe1838b6f3e2,갈릴리농원본관,전문음식
9,ea338bb9f87e70dfcda107be605208a6,훈장골파주점,한식
10,0a523af3b049c95f180988fd052d9eb3,브릭루즈,카페/찻집
11,a55248ebeba926e53528618f7ab6ac32,심학산도토리국수본점,한식
12,2539e333aa03d1c09bbfad6e8545423b,키누카누파주야당점,전문음식
13,40a1fbfb5057863de6e260003c7d5998,버거킹파주야당역점,간이음식
14,d6ec4b067b2617760949edcb3afd362b,KFC파주운정DI점,간이음식
15,63250e730c2d13cbe6ebb5bf7f9f7e0b,소문난팔당냉면,한식
16,e1ad4bb422c4422e405c2b422b431707,브런치빈운정점,전문음식
17,62d7b588d14fe671dc7b24c6e05fcd61,내사랑동까스,전문음식
18,811c4126a326250620de2e3d5ae16643,폴콘파주본점,카페/찻집
19,d694e8d956aa03f0eea9daf57258d10c,아티장베이커스파주점,간이음식
20,fd7d8928be0215068795e554cf4f0bbf,레드브릿지,카페/찻집
21,26921981a5fc301810ec16912467aaf5,스타벅스파주금릉역점,카페/찻집
22,b5fff278622dc4312a008dd46f5da14c,설빙파주운정점,카페/찻집
23,9937912f9b69fd3801ca420f673c36a2,반구정나루터집,전문음식
24,67bed2bdc8ff02441344b37082edf397,교하정,한식
25,e6ce3ea99bbf8c6ea1855aaaaa3676bb,개성손만두파주점,한식
26,a0d143a3adba72df99b503c4099f7592,밀팟운정점,카페/찻집
27,49f0135e7f9c9fb983305786120295df,스타벅스파주운정점,카페/찻집
28,f255cab9336d02381065a097816d5f14,가드너스,카페/찻집
