기준연월,동반유형명,언급건수
202106,기타가족,10045
202106,회사동료,4755
202106,자녀,4684
202106,친구,4550
202106,부모님,4328
202106,배우자,2529
202106,싱글,1890
202106,연인,1462
202106,학생,842
