year,month,국가명,비율(%)
2025,3,중국,33.87
2025,3,기타,14.61
2025,3,일본,10.31
2025,3,미국,10.21
2025,3,필리핀,5.83
2025,3,홍콩,3.3
2025,3,베트남,2.4
2025,3,대만,2.35
2025,3,독일,2.01
2025,3,캐나다,1.91
2025,3,싱가포르,1.73
2025,3,인도네시아,1.7
2025,3,태국,1.62
2025,3,오스트레일리아,1.54
2025,3,말레이시아,1.05
2025,3,러시아,0.98
2025,3,몽골,0.93
2025,3,인도,0.83
2025,3,영국,0.82
2025,3,프랑스,0.76
2025,3,튀르키예,0.69
2025,3,멕시코,0.22
2025,3,카자흐스탄,0.21
2025,3,사우디아라비아,0.06
2025,3,아랍에미리트,0.04
