year,month,유형 중분류명,유형 소분류명,중분류 검색건 수(비율),소분류 검색건 수(비율)
2024,11,기타관광,교통시설,10.8,33.4
2024,11,기타관광,기타관광,10.8,66.6
2024,11,레저스포츠,기타레저스포츠,7.7,5.1
2024,11,레저스포츠,수상레저스포츠,7.7,3.1
2024,11,레저스포츠,육상레저스포츠,7.7,91.8
2024,11,문화관광,기타문화관광지,11.4,7.4
2024,11,문화관광,도시/지역문화관광,11.4,0.0
2024,11,문화관광,도시공원,11.4,36.5
2024,11,문화관광,랜드마크관광,11.4,6.9
2024,11,문화관광,복합관광시설,11.4,0.1
2024,11,문화관광,테마공원,11.4,25.8
2024,11,문화관광,레저스포츠시설,11.4,1.5
2024,11,문화관광,공연시설,11.4,13.3
2024,11,문화관광,전시시설,11.4,8.5
2024,11,쇼핑,쇼핑몰,16.2,94.2
2024,11,쇼핑,시장,16.2,4.8
2024,11,쇼핑,기타쇼핑시설,16.2,1.0
2024,11,숙박,기타숙박,4.7,0.0
2024,11,숙박,모텔,4.7,25.5
2024,11,숙박,펜션/민박,4.7,12.7
2024,11,숙박,호스텔,4.7,3.6
2024,11,숙박,호텔,4.7,21.2
2024,11,숙박,캠핑,4.7,36.9
2024,11,역사관광,역사유물,2.2,0.4
2024,11,역사관광,역사유적지,2.2,56.7
2024,11,역사관광,종교성지,2.2,42.9
2024,11,음식,간이음식,46.1,8.4
2024,11,음식,외국식,46.1,7.2
2024,11,음식,음식점기타,46.1,0.2
2024,11,음식,전문음식,46.1,18.1
2024,11,음식,한식,46.1,38.3
2024,11,음식,카페/찻집,46.1,27.8
2024,11,자연관광,자연경관(하천/해양),0.4,53.1
2024,11,자연관광,자연경관(산),0.4,46.5
2024,11,자연관광,자연공원,0.4,0.4
2024,11,체험관광,농/산/어촌체험,0.4,60.1
2024,11,체험관광,웰니스관광,0.4,29.5
2024,11,체험관광,공예체험,0.4,10.4
