year,month,방문자 연령,방문자 비율(남성),방문자 비율(여성)
2025,6,70세 이상,3.6,3.3
2025,6,60~69세,10.2,6.8
2025,6,50~59세,12.6,8.2
2025,6,40~49세,10.9,6.4
2025,6,30~39세,11.1,7.5
2025,6,20~29세,9.8,5.3
2025,6,10~19세,2.1,1.5
2025,6,0~9세,0.4,0.4
