year,month,목적지 유형,목적지 검색량
2025,6,전체,646083
2025,6,기타관광,66049
2025,6,쇼핑,94100
2025,6,숙박,25074
2025,6,역사관광,10417
2025,6,음식,315321
2025,6,자연관광,3989
2025,6,문화관광,72467
2025,6,체험관광,2160
2025,6,레저스포츠,56506
