year,month,거리구분명,방문자수,방문자비율
2024,12,30km 미만,1879039.0,48.91
2024,12,30km 이상 70km 미만,1476273.0,38.43
2024,12,70km 이상 140km 미만 ,204328.0,5.32
2024,12,140km 이상 190km 미만,81328.0,2.12
2024,12,190km 이상 240km 미만,50440.0,1.31
2024,12,240km 이상 ,150447.0,3.92
