year,month,거리구분명,방문자수,방문자비율
2025,9,30km 미만,2141118.0,49.23
2025,9,30km 이상 70km 미만,1715124.0,39.43
2025,9,70km 이상 140km 미만 ,222347.0,5.11
2025,9,140km 이상 190km 미만,79534.0,1.83
2025,9,190km 이상 240km 미만,49064.0,1.13
2025,9,240km 이상 ,142284.0,3.27
