year,month,업종중분류명,현지인 검색비율,외지인 검색비율
2025,8,음식,60.1,48.4
2025,8,문화관광,10.8,11.5
2025,8,쇼핑,9.1,15.4
2025,8,기타관광,8.9,9.4
2025,8,레저스포츠,5.1,9.0
2025,8,숙박,3.7,3.7
2025,8,역사관광,1.3,1.5
2025,8,자연관광,0.7,0.7
2025,8,체험관광,0.3,0.2
