year,month,목적지 유형,목적지 검색량
2025,8,전체,682757
2025,8,기타관광,63016
2025,8,쇼핑,89629
2025,8,숙박,25401
2025,8,역사관광,9575
2025,8,음식,359551
2025,8,문화관광,77004
2025,8,자연관광,4834
2025,8,체험관광,1779
2025,8,레저스포츠,51968
