year,month,업종중분류명,현지인 검색비율,외지인 검색비율
2024,4,음식,50.8,41.5
2024,4,문화관광,12.2,11.7
2024,4,쇼핑,11.6,18.2
2024,4,기타관광,10.7,10.8
2024,4,레저스포츠,6.8,10.7
2024,4,숙박,4.6,4.1
2024,4,역사관광,1.7,1.5
2024,4,자연관광,1.2,1.2
2024,4,체험관광,0.4,0.3
