year,month,목적지 유형,목적지 검색량
2024,10,전체,790531
2024,10,기타관광,78991
2024,10,쇼핑,115917
2024,10,숙박,33109
2024,10,음식,378217
2024,10,자연관광,3477
2024,10,문화관광,102172
2024,10,역사관광,12347
2024,10,체험관광,2555
2024,10,레저스포츠,63746
