year,month,유형 중분류명,유형 소분류명,중분류 검색건 수(비율),소분류 검색건 수(비율)
2024,1,기타관광,교통시설,10.9,45.3
2024,1,기타관광,기타관광,10.9,54.7
2024,1,레저스포츠,기타레저스포츠,3.2,12.9
2024,1,레저스포츠,수상레저스포츠,3.2,7.5
2024,1,레저스포츠,육상레저스포츠,3.2,79.6
2024,1,문화관광,기타문화관광지,10.0,8.7
2024,1,문화관광,도시/지역문화관광,10.0,0.0
2024,1,문화관광,도시공원,10.0,27.4
2024,1,문화관광,랜드마크관광,10.0,7.0
2024,1,문화관광,복합관광시설,10.0,4.7
2024,1,문화관광,테마공원,10.0,18.9
2024,1,문화관광,레저스포츠시설,10.0,1.6
2024,1,문화관광,공연시설,10.0,21.1
2024,1,문화관광,전시시설,10.0,10.7
2024,1,쇼핑,쇼핑몰,15.5,93.1
2024,1,쇼핑,시장,15.5,5.6
2024,1,쇼핑,기타쇼핑시설,15.5,1.3
2024,1,숙박,모텔,4.0,29.9
2024,1,숙박,펜션/민박,4.0,13.6
2024,1,숙박,호스텔,4.0,4.5
2024,1,숙박,호텔,4.0,32.1
2024,1,숙박,캠핑,4.0,19.9
2024,1,역사관광,역사유물,1.4,0.1
2024,1,역사관광,역사유적지,1.4,23.4
2024,1,역사관광,종교성지,1.4,76.5
2024,1,음식,간이음식,54.1,10.2
2024,1,음식,외국식,54.1,7.7
2024,1,음식,음식점기타,54.1,0.3
2024,1,음식,전문음식,54.1,17.2
2024,1,음식,한식,54.1,31.5
2024,1,음식,카페/찻집,54.1,33.1
2024,1,자연관광,자연경관(하천/해양),0.6,24.4
2024,1,자연관광,자연경관(산),0.6,48.5
2024,1,자연관광,자연공원,0.6,27.1
2024,1,체험관광,농/산/어촌체험,0.4,53.8
2024,1,체험관광,웰니스관광,0.4,41.8
2024,1,체험관광,공예체험,0.4,4.4
