year,month,목적지 유형,목적지 검색량
2025,5,전체,736738
2025,5,기타관광,74937
2025,5,문화관광,88570
2025,5,쇼핑,108184
2025,5,숙박,30096
2025,5,역사관광,13353
2025,5,음식,351927
2025,5,자연관광,4380
2025,5,체험관광,2402
2025,5,레저스포츠,62889
