year,month,유형 중분류명,유형 소분류명,중분류 검색건 수(비율),소분류 검색건 수(비율)
2024,12,기타관광,교통시설,8.7,44.7
2024,12,기타관광,기타관광,8.7,55.3
2024,12,레저스포츠,기타레저스포츠,4.2,6.9
2024,12,레저스포츠,수상레저스포츠,4.2,5.8
2024,12,레저스포츠,육상레저스포츠,4.2,87.3
2024,12,문화관광,기타문화관광지,9.5,5.2
2024,12,문화관광,도시/지역문화관광,9.5,0.0
2024,12,문화관광,도시공원,9.5,24.5
2024,12,문화관광,랜드마크관광,9.5,7.0
2024,12,문화관광,복합관광시설,9.5,0.0
2024,12,문화관광,테마공원,9.5,21.9
2024,12,문화관광,레저스포츠시설,9.5,0.9
2024,12,문화관광,공연시설,9.5,27.7
2024,12,문화관광,전시시설,9.5,12.7
2024,12,쇼핑,쇼핑몰,18.4,94.7
2024,12,쇼핑,시장,18.4,4.4
2024,12,쇼핑,기타쇼핑시설,18.4,0.9
2024,12,숙박,기타숙박,4.5,0.0
2024,12,숙박,모텔,4.5,28.1
2024,12,숙박,펜션/민박,4.5,13.9
2024,12,숙박,호스텔,4.5,3.5
2024,12,숙박,호텔,4.5,27.5
2024,12,숙박,캠핑,4.5,26.8
2024,12,역사관광,역사유물,1.1,0.2
2024,12,역사관광,역사유적지,1.1,25.6
2024,12,역사관광,종교성지,1.1,74.1
2024,12,음식,간이음식,53.1,9.3
2024,12,음식,외국식,53.1,7.9
2024,12,음식,음식점기타,53.1,0.2
2024,12,음식,전문음식,53.1,18.9
2024,12,음식,한식,53.1,33.5
2024,12,음식,카페/찻집,53.1,30.2
2024,12,자연관광,자연경관(산),0.3,47.0
2024,12,자연관광,자연경관(하천/해양),0.3,52.1
2024,12,자연관광,자연공원,0.3,0.9
2024,12,체험관광,농/산/어촌체험,0.3,40.4
2024,12,체험관광,웰니스관광,0.3,50.3
2024,12,체험관광,공예체험,0.3,9.3
