year,month,목적지 유형,목적지 검색량
2024,4,전체,656475
2024,4,기타관광,70678
2024,4,문화관광,77713
2024,4,쇼핑,104175
2024,4,숙박,28156
2024,4,음식,293956
2024,4,자연관광,8187
2024,4,역사관광,10413
2024,4,체험관광,2095
2024,4,레저스포츠,61102
