year,month,목적지 유형,목적지 검색량
2025,4,전체,588468
2025,4,기타관광,58212
2025,4,쇼핑,89906
2025,4,숙박,23382
2025,4,음식,282057
2025,4,자연관광,3377
2025,4,문화관광,64800
2025,4,역사관광,8847
2025,4,체험관광,1896
2025,4,레저스포츠,55991
