year,month,업종중분류명,현지인 검색비율,외지인 검색비율
2025,2,음식,61.2,49.9
2025,2,쇼핑,11.0,20.2
2025,2,문화관광,9.5,10.2
2025,2,기타관광,9.3,9.1
2025,2,숙박,3.8,3.8
2025,2,레저스포츠,3.4,4.5
2025,2,역사관광,1.1,1.4
2025,2,체험관광,0.4,0.4
2025,2,자연관광,0.3,0.4
