year,month,목적지 유형,목적지 검색량
2025,2,전체,456755
2025,2,기타관광,42153
2025,2,쇼핑,75553
2025,2,숙박,17463
2025,2,음식,248506
2025,2,문화관광,45275
2025,2,역사관광,5852
2025,2,자연관광,1528
2025,2,체험관광,1919
2025,2,레저스포츠,18506
