year,month,업종중분류명,현지인 검색비율,외지인 검색비율
2025,3,음식,57.8,45.8
2025,3,쇼핑,12.0,21.5
2025,3,기타관광,9.7,9.6
2025,3,문화관광,9.4,9.6
2025,3,레저스포츠,5.3,8.1
2025,3,숙박,3.8,3.4
2025,3,역사관광,1.2,1.3
2025,3,자연관광,0.4,0.4
2025,3,체험관광,0.4,0.4
