year,month,거리구분명,방문자수,방문자비율
2024,4,30km 미만,1973723.0,48.35
2024,4,30km 이상 70km 미만,1651713.0,40.46
2024,4,70km 이상 140km 미만 ,202535.0,4.96
2024,4,140km 이상 190km 미만,75093.0,1.84
2024,4,190km 이상 240km 미만,45469.0,1.11
2024,4,240km 이상 ,133941.0,3.28
