year,month,거리구분명,방문자수,방문자비율
2025,3,30km 미만,2242277.0,49.24
2025,3,30km 이상 70km 미만,1794843.0,39.41
2025,3,70km 이상 140km 미만 ,223270.0,4.9
2025,3,140km 이상 190km 미만,81928.0,1.8
2025,3,190km 이상 240km 미만,50291.0,1.1
2025,3,240km 이상 ,161157.0,3.54
