year,month,업종중분류명,현지인 검색비율,외지인 검색비율
2024,6,음식,58.0,47.1
2024,6,문화관광,10.0,10.2
2024,6,쇼핑,9.8,15.6
2024,6,기타관광,9.4,9.9
2024,6,레저스포츠,5.8,10.2
2024,6,숙박,4.4,4.2
2024,6,역사관광,1.3,1.3
2024,6,자연관광,0.9,1.1
2024,6,체험관광,0.4,0.3
