year,month,거리구분명,방문자수,방문자비율
2024,8,30km 미만,2042914.0,47.12
2024,8,30km 이상 70km 미만,1751983.0,40.41
2024,8,70km 이상 140km 미만 ,225415.0,5.2
2024,8,140km 이상 190km 미만,81660.0,1.88
2024,8,190km 이상 240km 미만,57496.0,1.33
2024,8,240km 이상 ,176188.0,4.06
