year,month,목적지 유형,목적지 검색량
2025,7,전체,595814
2025,7,기타관광,52232
2025,7,쇼핑,74478
2025,7,숙박,23443
2025,7,역사관광,8066
2025,7,음식,318534
2025,7,문화관광,60822
2025,7,자연관광,3626
2025,7,체험관광,1702
2025,7,레저스포츠,52911
