year,month,국가명,비율(%)
2024,2,중국,32.44
2024,2,기타,18.07
2024,2,대만,10.98
2024,2,일본,7.09
2024,2,베트남,3.84
2024,2,필리핀,3.5
2024,2,인도네시아,3.16
2024,2,홍콩,2.65
2024,2,태국,2.41
2024,2,미국,2.19
2024,2,몽골,1.95
2024,2,말레이시아,1.67
2024,2,싱가포르,1.61
2024,2,캐나다,1.61
2024,2,인도,1.21
2024,2,영국,1.15
2024,2,독일,1.02
2024,2,프랑스,0.9
2024,2,러시아,0.83
2024,2,오스트레일리아,0.82
2024,2,카자흐스탄,0.52
2024,2,튀르키예,0.17
2024,2,사우디아라비아,0.09
2024,2,아랍에미리트,0.07
2024,2,멕시코,0.06
