year,month,유형 중분류명,유형 소분류명,중분류 검색건 수(비율),소분류 검색건 수(비율)
2024,8,기타관광,교통시설,8.0,38.8
2024,8,기타관광,기타관광,8.0,61.2
2024,8,레저스포츠,기타레저스포츠,6.8,4.1
2024,8,레저스포츠,수상레저스포츠,6.8,3.4
2024,8,레저스포츠,육상레저스포츠,6.8,92.6
2024,8,문화관광,기타문화관광지,10.0,5.1
2024,8,문화관광,도시/지역문화관광,10.0,0.0
2024,8,문화관광,도시공원,10.0,25.4
2024,8,문화관광,랜드마크관광,10.0,8.5
2024,8,문화관광,복합관광시설,10.0,0.1
2024,8,문화관광,테마공원,10.0,24.3
2024,8,문화관광,레저스포츠시설,10.0,1.6
2024,8,문화관광,공연시설,10.0,17.3
2024,8,문화관광,전시시설,10.0,17.7
2024,8,쇼핑,쇼핑몰,11.8,93.4
2024,8,쇼핑,시장,11.8,5.3
2024,8,쇼핑,기타쇼핑시설,11.8,1.3
2024,8,숙박,기타숙박,3.8,0.1
2024,8,숙박,모텔,3.8,26.1
2024,8,숙박,펜션/민박,3.8,20.5
2024,8,숙박,호스텔,3.8,3.7
2024,8,숙박,호텔,3.8,26.6
2024,8,숙박,캠핑,3.8,22.9
2024,8,역사관광,역사유물,1.2,1.8
2024,8,역사관광,역사유적지,1.2,25.9
2024,8,역사관광,종교성지,1.2,72.3
2024,8,음식,간이음식,57.2,7.0
2024,8,음식,외국식,57.2,6.4
2024,8,음식,음식점기타,57.2,0.3
2024,8,음식,전문음식,57.2,17.1
2024,8,음식,한식,57.2,39.4
2024,8,음식,카페/찻집,57.2,29.7
2024,8,자연관광,자연경관(하천/해양),0.9,19.1
2024,8,자연관광,자연경관(산),0.9,60.5
2024,8,자연관광,자연공원,0.9,20.4
2024,8,체험관광,농/산/어촌체험,0.2,51.3
2024,8,체험관광,웰니스관광,0.2,37.4
2024,8,체험관광,공예체험,0.2,11.3
