year,month,방문자 연령,방문자 비율(남성),방문자 비율(여성)
2025,3,70세 이상,3.2,2.9
2025,3,60~69세,9.7,6.2
2025,3,50~59세,11.9,7.9
2025,3,40~49세,10.5,6.5
2025,3,30~39세,10.9,7.3
2025,3,20~29세,10.7,5.7
2025,3,10~19세,2.6,2.3
2025,3,0~9세,0.8,0.9
