year,month,업종중분류명,현지인 검색비율,외지인 검색비율
2025,4,음식,55.0,43.6
2025,4,쇼핑,11.1,17.9
2025,4,문화관광,10.9,11.1
2025,4,기타관광,10.0,9.8
2025,4,레저스포츠,6.7,11.2
2025,4,숙박,4.1,3.9
2025,4,역사관광,1.4,1.6
2025,4,자연관광,0.5,0.6
2025,4,체험관광,0.4,0.3
