year,month,업종중분류명,현지인 검색비율,외지인 검색비율
2024,9,음식,59.2,47.4
2024,9,문화관광,10.5,11.4
2024,9,쇼핑,10.1,16.9
2024,9,기타관광,8.9,9.3
2024,9,레저스포츠,5.1,8.7
2024,9,숙박,3.7,3.5
2024,9,역사관광,1.4,1.7
2024,9,자연관광,0.8,0.8
2024,9,체험관광,0.3,0.2
