year,month,방문자 연령,방문자 비율(남성),방문자 비율(여성)
2025,7,70세 이상,3.5,3.2
2025,7,60~69세,10.2,6.5
2025,7,50~59세,12.3,7.9
2025,7,40~49세,10.9,6.1
2025,7,30~39세,11.2,7.2
2025,7,20~29세,10.4,5.5
2025,7,10~19세,2.3,2.0
2025,7,0~9세,0.4,0.4
