year,month,방문자 연령,방문자 비율(남성),방문자 비율(여성)
2024,5,70세 이상,3.2,3.2
2024,5,60~69세,9.7,6.3
2024,5,50~59세,12.9,8.4
2024,5,40~49세,11.0,6.5
2024,5,30~39세,10.5,6.8
2024,5,20~29세,10.7,5.7
2024,5,10~19세,2.4,1.8
2024,5,0~9세,0.5,0.5
