year,month,방문자 연령,방문자 비율(남성),방문자 비율(여성)
2024,6,70세 이상,3.3,3.1
2024,6,60~69세,9.9,6.3
2024,6,50~59세,12.9,8.4
2024,6,40~49세,10.9,6.5
2024,6,30~39세,10.4,7.1
2024,6,20~29세,10.7,5.8
2024,6,10~19세,2.3,1.6
2024,6,0~9세,0.5,0.5
