year,month,목적지 유형,목적지 검색량
2024,3,전체,661091
2024,3,기타관광,71161
2024,3,문화관광,69279
2024,3,쇼핑,112136
2024,3,숙박,24361
2024,3,음식,318777
2024,3,자연관광,4993
2024,3,역사관광,8665
2024,3,체험관광,2213
2024,3,레저스포츠,49506
