year,month,목적지 유형,목적지 검색량
2024,2,전체,518698
2024,2,기타관광,58215
2024,2,문화관광,55757
2024,2,쇼핑,90399
2024,2,숙박,18798
2024,2,음식,258936
2024,2,자연관광,3285
2024,2,역사관광,8867
2024,2,체험관광,2053
2024,2,레저스포츠,22388
