year,month,유형 중분류명,유형 소분류명,중분류 검색건 수(비율),소분류 검색건 수(비율)
2025,5,기타관광,교통시설,10.2,34.0
2025,5,기타관광,기타관광,10.2,66.0
2025,5,레저스포츠,기타레저스포츠,8.5,4.7
2025,5,레저스포츠,수상레저스포츠,8.5,3.3
2025,5,레저스포츠,육상레저스포츠,8.5,92.0
2025,5,문화관광,도시/지역문화관광,12.0,0.1
2025,5,문화관광,기타문화관광지,12.0,3.3
2025,5,문화관광,도시공원,12.0,34.6
2025,5,문화관광,랜드마크관광,12.0,7.7
2025,5,문화관광,복합관광시설,12.0,0.0
2025,5,문화관광,테마공원,12.0,27.4
2025,5,문화관광,레저스포츠시설,12.0,1.4
2025,5,문화관광,공연시설,12.0,12.3
2025,5,문화관광,전시시설,12.0,13.1
2025,5,쇼핑,쇼핑몰,14.7,93.4
2025,5,쇼핑,시장,14.7,5.7
2025,5,쇼핑,기타쇼핑시설,14.7,0.9
2025,5,숙박,기타숙박,4.1,0.0
2025,5,숙박,모텔,4.1,21.7
2025,5,숙박,펜션/민박,4.1,11.7
2025,5,숙박,호스텔,4.1,3.1
2025,5,숙박,호텔,4.1,24.5
2025,5,숙박,캠핑,4.1,38.9
2025,5,역사관광,역사유적지,1.8,31.5
2025,5,역사관광,역사유물,1.8,0.4
2025,5,역사관광,종교성지,1.8,68.1
2025,5,음식,간이음식,47.8,7.6
2025,5,음식,외국식,47.8,7.1
2025,5,음식,음식점기타,47.8,0.1
2025,5,음식,전문음식,47.8,18.4
2025,5,음식,한식,47.8,37.6
2025,5,음식,카페/찻집,47.8,29.1
2025,5,자연관광,자연경관(하천/해양),0.6,64.5
2025,5,자연관광,자연경관(산),0.6,34.9
2025,5,자연관광,자연공원,0.6,0.6
2025,5,체험관광,농/산/어촌체험,0.3,57.7
2025,5,체험관광,웰니스관광,0.3,30.2
2025,5,체험관광,체험관광기타,0.3,4.2
2025,5,체험관광,공예체험,0.3,7.9
