year,month,방문자 연령,방문자 비율(남성),방문자 비율(여성)
2025,9,70세 이상,3.8,3.3
2025,9,60~69세,10.7,6.5
2025,9,50~59세,12.6,8.3
2025,9,40~49세,10.9,6.3
2025,9,30~39세,10.9,7.1
2025,9,20~29세,9.8,5.2
2025,9,10~19세,2.1,1.6
2025,9,0~9세,0.4,0.5
