year,month,업종중분류명,현지인 검색비율,외지인 검색비율
2024,12,음식,60.1,48.5
2024,12,쇼핑,12.2,22.4
2024,12,문화관광,9.5,9.5
2024,12,기타관광,8.7,8.6
2024,12,숙박,4.5,4.4
2024,12,레저스포츠,3.3,4.8
2024,12,역사관광,1.0,1.2
2024,12,체험관광,0.4,0.3
2024,12,자연관광,0.2,0.3
