year,month,거리구분명,방문자수,방문자비율
2025,7,30km 미만,2149197.0,48.34
2025,7,30km 이상 70km 미만,1734933.0,39.02
2025,7,70km 이상 140km 미만 ,231497.0,5.21
2025,7,140km 이상 190km 미만,97341.0,2.19
2025,7,190km 이상 240km 미만,58100.0,1.31
2025,7,240km 이상 ,174887.0,3.93
