year,month,거리구분명,방문자수,방문자비율
2025,8,30km 미만,2116165.0,47.57
2025,8,30km 이상 70km 미만,1777071.0,39.95
2025,8,70km 이상 140km 미만 ,231095.0,5.19
2025,8,140km 이상 190km 미만,90025.0,2.02
2025,8,190km 이상 240km 미만,56846.0,1.28
2025,8,240km 이상 ,177414.0,3.99
