year,month,국가명,비율(%)
2025,7,중국,23.59
2025,7,기타,19.36
2025,7,미국,10.53
2025,7,대만,9.99
2025,7,일본,6.72
2025,7,베트남,4.51
2025,7,필리핀,4.1
2025,7,홍콩,2.51
2025,7,캐나다,2.2
2025,7,싱가포르,2.01
2025,7,러시아,1.97
2025,7,인도네시아,1.78
2025,7,몽골,1.73
2025,7,태국,1.57
2025,7,인도,1.37
2025,7,오스트레일리아,1.14
2025,7,말레이시아,1.04
2025,7,독일,0.99
2025,7,영국,0.99
2025,7,프랑스,0.87
2025,7,튀르키예,0.38
2025,7,멕시코,0.34
2025,7,카자흐스탄,0.15
2025,7,사우디아라비아,0.11
2025,7,아랍에미리트,0.05
