year,month,방문자 연령,방문자 비율(남성),방문자 비율(여성)
2024,3,70세 이상,2.9,2.7
2024,3,60~69세,9.4,5.8
2024,3,50~59세,12.4,8.1
2024,3,40~49세,11.2,6.7
2024,3,30~39세,10.7,7.5
2024,3,20~29세,10.3,5.9
2024,3,10~19세,2.6,2.2
2024,3,0~9세,0.8,0.8
