year,month,거리구분명,방문자수,방문자비율
2024,6,30km 미만,1980103.0,47.0
2024,6,30km 이상 70km 미만,1720794.0,40.85
2024,6,70km 이상 140km 미만 ,216652.0,5.14
2024,6,140km 이상 190km 미만,83482.0,1.98
2024,6,190km 이상 240km 미만,54821.0,1.3
2024,6,240km 이상 ,156863.0,3.72
