year,month,유형 중분류명,유형 소분류명,중분류 검색건 수(비율),소분류 검색건 수(비율)
2025,4,기타관광,교통시설,9.9,41.4
2025,4,기타관광,기타관광,9.9,58.6
2025,4,레저스포츠,기타레저스포츠,9.5,3.9
2025,4,레저스포츠,수상레저스포츠,9.5,2.5
2025,4,레저스포츠,육상레저스포츠,9.5,93.6
2025,4,문화관광,기타문화관광지,11.0,3.7
2025,4,문화관광,도시/지역문화관광,11.0,0.1
2025,4,문화관광,도시공원,11.0,38.8
2025,4,문화관광,랜드마크관광,11.0,7.5
2025,4,문화관광,복합관광시설,11.0,0.0
2025,4,문화관광,테마공원,11.0,24.5
2025,4,문화관광,레저스포츠시설,11.0,1.8
2025,4,문화관광,공연시설,11.0,15.4
2025,4,문화관광,전시시설,11.0,8.2
2025,4,쇼핑,쇼핑몰,15.3,93.0
2025,4,쇼핑,시장,15.3,6.2
2025,4,쇼핑,기타쇼핑시설,15.3,0.9
2025,4,숙박,기타숙박,4.0,0.1
2025,4,숙박,모텔,4.0,26.5
2025,4,숙박,펜션/민박,4.0,10.4
2025,4,숙박,호스텔,4.0,3.4
2025,4,숙박,호텔,4.0,29.1
2025,4,숙박,캠핑,4.0,30.4
2025,4,역사관광,역사유물,1.5,0.2
2025,4,역사관광,역사유적지,1.5,29.8
2025,4,역사관광,종교성지,1.5,69.9
2025,4,음식,간이음식,47.9,8.4
2025,4,음식,외국식,47.9,7.6
2025,4,음식,음식점기타,47.9,0.2
2025,4,음식,전문음식,47.9,17.4
2025,4,음식,한식,47.9,37.7
2025,4,음식,카페/찻집,47.9,28.7
2025,4,자연관광,자연경관(하천/해양),0.6,62.1
2025,4,자연관광,자연경관(산),0.6,36.9
2025,4,자연관광,자연공원,0.6,1.0
2025,4,체험관광,농/산/어촌체험,0.3,57.8
2025,4,체험관광,웰니스관광,0.3,35.4
2025,4,체험관광,공예체험,0.3,6.9
