year,month,거리구분명,방문자수,방문자비율
2024,11,30km 미만,1980796.0,47.92
2024,11,30km 이상 70km 미만,1651961.0,39.96
2024,11,70km 이상 140km 미만 ,219075.0,5.3
2024,11,140km 이상 190km 미만,81225.0,1.96
2024,11,190km 이상 240km 미만,51679.0,1.25
2024,11,240km 이상 ,149221.0,3.61
