year,month,유형 중분류명,유형 소분류명,중분류 검색건 수(비율),소분류 검색건 수(비율)
2024,3,기타관광,교통시설,10.8,36.9
2024,3,기타관광,기타관광,10.8,63.1
2024,3,레저스포츠,기타레저스포츠,7.5,5.5
2024,3,레저스포츠,수상레저스포츠,7.5,3.0
2024,3,레저스포츠,육상레저스포츠,7.5,91.5
2024,3,문화관광,도시/지역문화관광,10.5,0.1
2024,3,문화관광,기타문화관광지,10.5,5.3
2024,3,문화관광,도시공원,10.5,37.8
2024,3,문화관광,랜드마크관광,10.5,7.3
2024,3,문화관광,복합관광시설,10.5,0.1
2024,3,문화관광,테마공원,10.5,17.4
2024,3,문화관광,레저스포츠시설,10.5,1.9
2024,3,문화관광,공연시설,10.5,20.5
2024,3,문화관광,전시시설,10.5,9.8
2024,3,쇼핑,쇼핑몰,17.0,94.3
2024,3,쇼핑,시장,17.0,4.6
2024,3,쇼핑,기타쇼핑시설,17.0,1.1
2024,3,숙박,모텔,3.7,27.9
2024,3,숙박,펜션/민박,3.7,10.3
2024,3,숙박,호스텔,3.7,2.5
2024,3,숙박,호텔,3.7,29.6
2024,3,숙박,캠핑,3.7,29.7
2024,3,역사관광,역사유물,1.3,0.5
2024,3,역사관광,역사유적지,1.3,30.1
2024,3,역사관광,종교성지,1.3,69.4
2024,3,음식,간이음식,48.2,9.1
2024,3,음식,외국식,48.2,7.4
2024,3,음식,음식점기타,48.2,0.2
2024,3,음식,전문음식,48.2,17.1
2024,3,음식,한식,48.2,35.5
2024,3,음식,카페/찻집,48.2,30.7
2024,3,자연관광,자연경관(하천/해양),0.8,26.7
2024,3,자연관광,자연경관(산),0.8,39.8
2024,3,자연관광,자연공원,0.8,33.5
2024,3,체험관광,농/산/어촌체험,0.3,55.5
2024,3,체험관광,웰니스관광,0.3,40.1
2024,3,체험관광,공예체험,0.3,4.4
