year,month,방문자 연령,방문자 비율(남성),방문자 비율(여성)
2024,4,70세 이상,3.3,3.0
2024,4,60~69세,10.2,6.3
2024,4,50~59세,13.3,8.5
2024,4,40~49세,11.4,6.3
2024,4,30~39세,10.8,7.1
2024,4,20~29세,9.6,5.7
2024,4,10~19세,1.9,1.6
2024,4,0~9세,0.5,0.5
